,Location,Year,Fuel_Type,Transmission,Owner_Type,Seats,Price,km_per_unit_fuel,engine_num,power_num,new_price_num,Brand,Model,price_log,kilometers_driven_log
406,Hyderabad,2013,Diesel,Automatic,First,5.0,33.5,16.73,2993.0,218.0,67.87,bmw,5,3.5115454388310208,10.933106969717286
407,Bangalore,2013,Diesel,Automatic,First,5.0,27.95,14.74,2993.0,270.9,69.675,jaguar,xf,3.3304171996011083,11.225243392518447
408,Hyderabad,2010,Petrol,Automatic,First,5.0,7.25,13.7,1798.0,157.75,33.36,skoda,superb,1.9810014688665833,10.950806546816688
409,Kochi,2017,Diesel,Automatic,First,5.0,25.71,15.73,1968.0,174.33,44.8,audi,q3,3.246880021277798,10.533215585226419
410,Coimbatore,2014,Diesel,Automatic,First,5.0,29.67,12.7,2179.0,187.7,120.0,land,rover,3.3901364343027307,11.468440520030684
411,Jaipur,2013,Diesel,Automatic,First,5.0,19.0,14.84,2143.0,170.0,49.49,mercedes-benz,new,2.9444389791664403,10.471609913908228
412,Kochi,2017,Diesel,Manual,First,7.0,13.05,15.4,2179.0,120.0,11.67,mahindra,scorpio,2.5687881337687024,10.256395409905616
413,Mumbai,2015,Diesel,Automatic,First,5.0,25.5,21.76,1995.0,190.0,60.88,bmw,3,3.2386784521643803,10.621327345686446
414,Pune,2017,Petrol,Manual,First,7.0,8.5,15.4,1497.0,117.3,12.51,honda,br-v,2.1400661634962708,9.104979856318357
415,Chennai,2010,Diesel,Automatic,Second,5.0,7.25,16.0,2400.0,215.0,41.61666666666667,volvo,s80,1.9810014688665833,11.430608506481011
416,Pune,2005,Petrol,Manual,First,5.0,0.8,13.2,1495.0,94.0,13.58,hyundai,accent,-0.2231435513142097,8.671458150427666
417,Jaipur,2017,Petrol,Manual,First,5.0,6.9,17.19,1197.0,81.86,9.74,hyundai,i20,1.9315214116032138,10.60286528284671
418,Coimbatore,2018,Petrol,Automatic,First,5.0,70.99,11.5,2996.0,367.0,95.38,mercedes-benz,glc,4.262539022051294,10.01668230030247
419,Kolkata,2015,Petrol,Manual,Second,5.0,2.25,21.1,814.0,55.2,4.26,hyundai,eon,0.8109302162163288,9.94270826568941
420,Kochi,2018,Petrol,Manual,First,5.0,5.5,18.9,1197.0,81.86,7.45,hyundai,grand,1.7047480922384253,10.604652504689657
421,Mumbai,2013,Petrol,Manual,First,5.0,4.35,13.0,1493.0,100.0,13.58,honda,city,1.4701758451005926,10.870015020836995
422,Kolkata,2010,Petrol,Manual,First,5.0,2.25,16.47,1198.0,73.9,10.15,volkswagen,polo,0.8109302162163288,10.915088464214607
423,Mumbai,2016,Petrol,Automatic,First,5.0,24.5,15.26,1798.0,187.74,60.59,audi,a6,3.1986731175506815,10.757902880692196
424,Hyderabad,2010,Diesel,Manual,First,5.0,5.45,0.0,1968.0,138.03,53.14000000000001,volkswagen,jetta,1.6956156086751528,10.645924772307156
425,Coimbatore,2017,Petrol,Manual,First,5.0,12.03,15.29,1591.0,121.3,16.06,hyundai,creta,2.4874035299865875,10.050311456976926
426,Mumbai,2011,Petrol,Automatic,Second,5.0,8.5,11.74,1796.0,186.0,49.49,mercedes-benz,new,2.1400661634962708,10.819778284410283
427,Mumbai,2014,Petrol,Automatic,First,4.0,28.5,16.82,1998.0,189.08,44.28,mini,cooper,3.349904087274605,9.38429367909962
428,Pune,2006,Petrol,Manual,Second,5.0,1.2,17.0,1086.0,62.1,4.55,hyundai,santro,0.1823215567939546,11.589886506106357
429,Bangalore,2013,Diesel,Manual,First,5.0,5.75,23.59,1364.0,67.04,8.525,toyota,etios,1.749199854809259,10.51867319162636
430,Delhi,2014,Petrol,Manual,Second,5.0,3.2,19.4,1198.0,86.8,6.62,honda,brio,1.1631508098056809,10.308952660644293
431,Coimbatore,2018,Petrol,Automatic,First,5.0,9.89,21.4,1197.0,83.1,8.8,maruti,baleno,2.2915241456346207,9.459619396895018
432,Coimbatore,2012,Diesel,Automatic,First,5.0,6.58,20.0,1968.0,138.1,33.36,skoda,laura,1.884034745337226,11.870718783295125
433,Kochi,2018,Petrol,Manual,First,5.0,4.06,21.1,814.0,55.2,4.03,hyundai,eon,1.4011829736136412,9.480520169291822
434,Coimbatore,2019,Diesel,Manual,First,5.0,13.37,20.37,1461.0,108.45,15.050000000000002,renault,captur,2.5930133911138515,10.124629101179664
435,Coimbatore,2011,Diesel,Automatic,First,5.0,25.82,16.2,2993.0,258.0,67.87,bmw,5,3.2511493854184965,10.965297534680133
436,Kochi,2016,Petrol,Manual,First,5.0,3.74,22.74,796.0,47.3,4.36,maruti,alto,1.3190856114264407,10.441938070914238
437,Bangalore,2015,Diesel,Automatic,Second,5.0,22.0,16.8,1984.0,150.0,37.9,volvo,v40,3.091042453358316,10.404262840448617
438,Ahmedabad,2007,Petrol,Manual,First,5.0,1.45,18.9,998.0,67.1,5.51,maruti,wagon,0.371563556432483,10.916904995141007
439,Kolkata,2008,Petrol,Manual,First,5.0,2.0,17.7,1497.0,78.0,13.58,honda,city,0.6931471805599453,10.596634733096073
440,Kochi,2017,CNG,Manual,First,5.0,4.7,15.1,1196.0,73.0,4.925000000000001,maruti,eeco,1.547562508716013,10.368510046500305
441,Kolkata,2014,Petrol,Manual,First,8.0,3.75,13.7,1399.0,98.79,10.25,chevrolet,enjoy,1.3217558399823195,9.615805480084347
442,Coimbatore,2016,Diesel,Manual,First,7.0,7.7,15.96,2523.0,62.1,11.28,mahindra,bolero,2.0412203288596382,11.323651798163635
443,Coimbatore,2012,Petrol,Manual,First,5.0,3.35,0.0,1086.0,62.1,4.55,hyundai,santro,1.208960345836975,10.824626512735104
444,Hyderabad,2014,Petrol,Manual,First,5.0,2.6,21.1,814.0,55.2,4.26,hyundai,eon,0.9555114450274363,9.933046354777673
445,Coimbatore,2017,Petrol,Automatic,First,5.0,13.77,13.0,1591.0,121.3,16.06,hyundai,creta,2.6224923127405635,10.30735137927732
446,Mumbai,2017,Petrol,Manual,Second,5.0,7.1,16.09,1598.0,103.5,11.48,volkswagen,vento,1.9600947840472698,9.615805480084347
447,Pune,2008,Petrol,Automatic,Second,5.0,2.65,12.9,1799.0,130.0,21.313333333333336,honda,civic,0.9745596399981308,11.033889163693646
448,Hyderabad,2014,Diesel,Manual,First,5.0,2.5,22.3,1248.0,74.0,7.88,tata,indica,0.9162907318741551,11.112447898373103
449,Kochi,2013,Diesel,Manual,First,7.0,7.53,16.0,2179.0,140.0,18.865,mahindra,xuv500,2.018895041811802,11.029585298139098
450,Coimbatore,2017,Petrol,Manual,First,5.0,7.98,18.6,1197.0,81.83,10.25,hyundai,i20,2.0769384114617173,10.172942006713589
451,Bangalore,2014,Diesel,Automatic,Second,5.0,39.0,14.16,1968.0,174.3,44.79999999999999,audi,q5,3.6635616461296463,10.545341438708522
452,Chennai,2011,Petrol,Manual,Second,5.0,2.25,18.5,1197.0,85.8,7.88,maruti,ritz,0.8109302162163288,11.112447898373103
453,Chennai,2010,Petrol,Manual,Second,5.0,3.85,13.17,1999.0,114.0,23.78833333333333,mitsubishi,cedia,1.3480731482996928,11.097410021008562
454,Hyderabad,2015,Diesel,Manual,First,7.0,13.5,12.8,2494.0,102.0,24.01,toyota,innova,2.6026896854443837,11.300758944994593
455,Hyderabad,2016,Diesel,Manual,First,5.0,3.5,27.62,793.0,47.0,5.87,maruti,celerio,1.252762968495368,11.292515673527074
456,Delhi,2018,Diesel,Manual,First,5.0,8.92,25.1,1248.0,88.5,11.26,maruti,s-cross,2.188295946591918,9.466763948525191
457,Coimbatore,2016,Diesel,Automatic,First,5.0,20.37,15.17,1968.0,181.0,43.65,audi,q3,3.0140632302387145,11.369539965434294
458,Bangalore,2016,Diesel,Automatic,First,5.0,36.5,21.76,1995.0,190.0,62.07,bmw,3,3.597312260588446,9.864486815186396
459,Coimbatore,2016,Diesel,Automatic,First,7.0,48.91,11.33,4134.0,335.2,101.96000000000001,audi,q7,3.8899818745512658,10.839620126623823
460,Pune,2016,Petrol,Manual,First,5.0,7.2,18.6,1197.0,81.83,10.25,hyundai,i20,1.9740810260220096,8.824677891164198
461,Hyderabad,2012,Diesel,Manual,First,5.0,5.99,19.01,1461.0,108.45,15.05,renault,duster,1.7900914121273581,11.323567208574145
462,Pune,2016,Diesel,Manual,First,5.0,5.25,24.4,1120.0,71.0,8.23,hyundai,xcent,1.6582280766035324,10.839580911706463
463,Delhi,2014,Diesel,Manual,First,5.0,6.5,22.7,1498.0,89.84,11.685,ford,ecosport,1.8718021769015913,10.356631095961035
464,Hyderabad,2013,Petrol,Manual,First,5.0,4.4,16.47,1198.0,73.9,10.15,volkswagen,polo,1.4816045409242156,11.244732245102295
465,Kolkata,2017,Diesel,Manual,First,5.0,4.6,24.0,1120.0,70.0,7.45,hyundai,grand,1.5260563034950492,9.546812608597396
466,Ahmedabad,2013,Diesel,Manual,First,5.0,2.95,21.12,1248.0,88.8,11.270000000000001,tata,manza,1.0818051703517284,10.757902880692196
467,Kolkata,2011,Petrol,Manual,First,5.0,3.26,17.0,1497.0,118.0,13.58,honda,city,1.1817271953786161,10.78861780016066
468,Bangalore,2008,Petrol,Manual,Second,5.0,2.22,17.92,1086.0,62.1,4.55,hyundai,santro,0.7975071958841882,10.736396675471232
469,Hyderabad,2012,Diesel,Manual,First,7.0,10.5,12.99,2494.0,100.0,24.01,toyota,innova,2.3513752571634776,11.999435854929516
470,Coimbatore,2017,Diesel,Manual,First,5.0,8.26,28.09,1248.0,88.5,11.11,maruti,ciaz,2.1114245875328868,10.132295033474776
471,Delhi,2013,Diesel,Manual,First,7.0,14.45,12.55,2982.0,169.0,37.17,toyota,fortuner,2.670694414558441,11.141861783579396
472,Chennai,2009,Petrol,Manual,Second,5.0,2.5,15.3,1596.0,68.0,8.8,ford,fiesta,0.9162907318741551,11.296310555618719
473,Kochi,2018,Petrol,Automatic,First,5.0,51.43,12.6,1950.0,191.34,86.97,mercedes-benz,e-class,3.940221659786825,10.181308665141033
474,Chennai,2014,Diesel,Manual,First,5.0,23.0,15.8,2148.0,170.0,49.49,mercedes-benz,new,3.1354942159291497,10.714417768752456
475,Kolkata,2012,Diesel,Manual,First,5.0,5.5,17.72,1968.0,108.49,23.78833333333333,skoda,yeti,1.7047480922384253,11.07106604566896
476,Delhi,2015,Petrol,Manual,First,5.0,4.5,18.9,1197.0,82.0,7.45,hyundai,grand,1.5040773967762742,10.203592144986466
477,Hyderabad,2018,Petrol,Manual,First,5.0,6.8,18.16,1196.0,86.8,7.65,ford,figo,1.916922612182061,8.210124405164267
478,Mumbai,2013,Petrol,Manual,First,5.0,8.75,16.8,1395.0,138.02,25.83,skoda,octavia,2.169053700369523,9.95227771670556
479,Mumbai,2015,Diesel,Manual,Second,5.0,7.0,19.87,1461.0,83.8,15.05,renault,duster,1.9459101490553132,11.112447898373103
480,Delhi,2015,Diesel,Automatic,Second,5.0,33.5,15.68,1999.0,177.0,120.0,land,rover,3.5115454388310208,10.085809109330082
481,Chennai,2011,Diesel,Manual,Second,5.0,2.25,20.0,1399.0,68.0,7.65,ford,figo,0.8109302162163288,11.225243392518447
482,Hyderabad,2008,Diesel,Automatic,Second,7.0,4.24,12.8,2953.0,156.0,35.29,ford,endeavour,1.4445632692438664,12.095141084822892
483,Coimbatore,2017,Diesel,Manual,First,7.0,28.42,12.55,2982.0,168.5,37.17,toyota,fortuner,3.3470931226689546,10.762106797794535
484,Kolkata,2012,Diesel,Manual,First,5.0,2.75,22.07,1199.0,73.9,10.15,volkswagen,polo,1.0116009116784799,10.858998997563564
485,Jaipur,2011,Diesel,Manual,First,5.0,3.0,23.2,1248.0,73.94,7.88,maruti,ritz,1.0986122886681098,11.418614785498987
486,Pune,2013,Diesel,Manual,First,5.0,3.55,23.08,1461.0,63.1,9.47,nissan,micra,1.2669476034873244,11.002099841204238
487,Kolkata,2013,Diesel,Manual,First,5.0,4.8,22.32,1582.0,126.32,14.254999999999999,hyundai,verna,1.5686159179138452,10.541993736136895
488,Kolkata,2011,Petrol,Automatic,First,5.0,13.5,10.8,2497.0,150.0,67.87,bmw,5,2.6026896854443837,10.341742483467284
489,Pune,2017,Diesel,Automatic,First,7.0,56.0,11.0,2987.0,258.0,100.0,mercedes-benz,gls,4.02535169073515,11.76756768334381
490,Hyderabad,2004,Petrol,Automatic,First,5.0,3.99,12.0,2354.0,187.4,33.51,honda,cr-v,1.3837912309017721,11.26446410567173
491,Bangalore,2016,Diesel,Automatic,First,5.0,15.5,17.01,1582.0,126.2,16.06,hyundai,creta,2.740840023925201,10.373491181781864
492,Jaipur,2010,Petrol,Manual,Second,5.0,2.32,19.81,1086.0,68.05,4.55,hyundai,i10,0.8415671856782185,10.985292722887856
493,Kochi,2016,Diesel,Automatic,First,5.0,18.58,20.0,2143.0,136.0,34.63,mercedes-benz,a,2.922085733385692,10.475511751023127
494,Jaipur,2014,Petrol,Manual,First,7.0,5.5,16.02,1373.0,93.7,11.27,maruti,ertiga,1.7047480922384253,11.49272275765271
495,Chennai,2006,Diesel,Manual,Second,5.0,3.2,18.7,1896.0,66.0,25.83,skoda,octavia,1.1631508098056809,11.184421397998193
496,Pune,2015,Petrol,Manual,First,5.0,4.0,18.0,1198.0,86.7,8.54,honda,amaze,1.3862943611198906,11.27720313144916
497,Chennai,2004,Petrol,Manual,First,5.0,1.6,17.3,993.0,60.0,5.510000000000001,maruti,zen,0.47000362924573563,10.275051108968611
498,Kochi,2013,Petrol,Manual,First,5.0,4.15,15.5,1586.0,103.3,12.533333333333333,maruti,sx4,1.423108334242607,11.097591822663459
499,Mumbai,2014,Petrol,Automatic,First,5.0,4.25,16.5,1198.0,86.8,6.62,honda,brio,1.4469189829363254,10.46310334047155
500,Ahmedabad,2011,Petrol,Manual,First,5.0,2.6,18.9,998.0,67.1,5.51,maruti,wagon,0.9555114450274363,11.225243392518447
501,Mumbai,2008,Petrol,Automatic,Second,5.0,3.43,12.1,2362.0,164.7,40.62,toyota,camry,1.2325602611778486,11.289781913656018
502,Kochi,2012,Petrol,Manual,First,5.0,2.55,18.6,1199.0,79.4,8.525,chevrolet,beat,0.9360933591703348,10.395650099471604
503,Delhi,2017,Diesel,Automatic,First,7.0,32.0,12.55,2982.0,168.5,37.17,toyota,fortuner,3.4657359027997265,10.126631103850338
504,Mumbai,2014,Diesel,Manual,First,5.0,6.25,22.7,1498.0,89.84,11.685,ford,ecosport,1.8325814637483102,11.27720313144916
505,Hyderabad,2010,Diesel,Manual,Second,5.0,3.6,17.8,1248.0,75.0,7.88,maruti,swift,1.2809338454620642,11.362102575235644
506,Pune,2010,Diesel,Automatic,First,5.0,18.5,13.5,2987.0,282.0,69.675,mercedes-benz,s,2.917770732084279,11.827736204810263
507,Mumbai,2015,Petrol,Manual,Second,7.0,4.25,17.3,1497.0,117.3,13.58,honda,mobilio,1.4469189829363254,10.126631103850338
508,Mumbai,2017,Petrol,Manual,Second,5.0,4.8,18.9,1197.0,82.0,7.45,hyundai,grand,1.5686159179138452,9.047821442478408
509,Bangalore,2015,Diesel,Automatic,First,7.0,13.0,16.0,2179.0,140.0,18.865,mahindra,xuv500,2.5649493574615367,10.4341158035983
510,Pune,2012,Petrol,Manual,Second,5.0,2.25,14.83,1598.0,105.0,13.229999999999999,skoda,fabia,0.8109302162163288,10.636552318761908
511,Hyderabad,2009,Petrol,Manual,First,5.0,2.3,17.92,1086.0,62.1,4.55,hyundai,santro,0.8329091229351039,11.292615395552012
512,Kochi,2019,Petrol,Manual,First,5.0,13.56,15.29,1591.0,121.3,16.06,hyundai,creta,2.6071242825122494,9.058004710672485
513,Delhi,2017,Diesel,Manual,First,7.0,12.25,15.4,1997.0,120.0,42.12,mahindra,scorpio,2.505525936990736,10.308952660644293
514,Pune,2013,Diesel,Manual,First,5.0,3.76,20.5,1598.0,103.5,14.22,skoda,rapid,1.324418957401803,11.069540397361827
515,Coimbatore,2015,Diesel,Manual,First,5.0,8.58,19.01,1461.0,108.45,15.05,renault,duster,2.149433913499871,11.244091315863791
516,Hyderabad,2011,Diesel,Automatic,First,5.0,27.5,11.7,2993.0,245.0,98.14333333333333,bmw,x5,3.3141860046725258,11.225243392518447
517,Coimbatore,2013,Petrol,Manual,First,5.0,4.95,17.6,1496.0,88.73,8.525,toyota,etios,1.599387576580599,10.20636607186919
518,Ahmedabad,2012,Petrol,Manual,First,5.0,3.3,22.5,998.0,67.04,4.74,maruti,wagon,1.1939224684724346,10.308952660644293
519,Chennai,2016,Petrol,Manual,First,5.0,8.0,15.8,1591.0,121.3,14.84,hyundai,creta,2.0794415416798357,11.148131940071105
520,Jaipur,2014,Petrol,Manual,First,5.0,2.79,23.1,998.0,67.04,5.87,maruti,celerio,1.0260415958332743,10.933106969717286
521,Coimbatore,2017,Diesel,Automatic,First,5.0,45.64,12.7,2179.0,187.7,120.0,land,rover,3.8207845249938748,10.805172132020921
522,Pune,2014,Petrol,Manual,First,5.0,2.55,18.6,1199.0,76.8,9.47,chevrolet,beat,0.9360933591703348,9.071078304642676
523,Ahmedabad,2014,Petrol,Manual,Second,4.0,1.0,25.4,624.0,37.5,5.87,tata,nano,0.0,9.798127036878302
524,Coimbatore,2017,Diesel,Automatic,First,5.0,37.56,17.68,1968.0,174.33,67.1,audi,a6,3.6259396543400624,10.62232684601953
525,Kochi,2009,Diesel,Automatic,Second,5.0,9.29,11.0,2987.0,198.5,86.97,mercedes-benz,e-class,2.2289385528257473,11.295565158411746
526,Kochi,2019,Petrol,Manual,First,5.0,6.37,22.0,1197.0,81.8,7.88,maruti,swift,1.851599469584072,9.936293504261306
527,Coimbatore,2013,Petrol,Manual,First,5.0,2.98,14.6,1368.0,112.0,9.075,fiat,linea,1.091923300517313,11.006805419252556
528,Kochi,2017,Petrol,Manual,First,5.0,5.75,20.4,1197.0,81.8,7.88,maruti,swift,1.749199854809259,10.363945768938333
529,Hyderabad,2010,Diesel,Manual,First,7.0,13.0,11.5,2982.0,171.0,37.17,toyota,fortuner,2.5649493574615367,11.512925464970229
530,Mumbai,2014,Petrol,Manual,First,7.0,6.8,16.02,1373.0,93.7,11.27,maruti,ertiga,1.916922612182061,9.500095294588894
531,Coimbatore,2010,Petrol,Automatic,First,5.0,10.49,12.05,1995.0,154.0,54.43,bmw,3,2.3504224224082058,10.787131118078038
532,Jaipur,2014,Petrol,Manual,First,7.0,5.6,16.02,1373.0,93.7,11.27,maruti,ertiga,1.7227665977411035,10.76635641041421
533,Mumbai,2010,Petrol,Automatic,Second,5.0,2.85,16.8,1497.0,118.0,13.58,honda,city,1.0473189942805592,11.141861783579396
534,Coimbatore,2013,Diesel,Manual,First,7.0,8.36,14.66,2199.0,194.3,69.675,hyundai,santa,2.1234584270966104,11.086410351913756
535,Jaipur,2005,Diesel,Manual,First,5.0,1.0,17.0,1405.0,70.0,7.650000000000001,tata,indigo,0.0,11.589886506106357
536,Kolkata,2010,Petrol,Automatic,Second,5.0,10.75,10.93,2497.0,204.0,86.97,mercedes-benz,e-class,2.3749057545736716,10.832595788120898
537,Hyderabad,2011,Diesel,Manual,First,5.0,3.85,19.3,1248.0,73.9,7.88,maruti,swift,1.3480731482996928,11.775305113934762
538,Hyderabad,2012,Diesel,Manual,First,5.0,3.0,17.8,1399.0,67.0,7.650000000000001,ford,fiesta,1.0986122886681098,11.580584113444043
539,Coimbatore,2015,Petrol,Automatic,First,5.0,9.6,18.0,1497.0,117.3,13.58,honda,city,2.2617630984737906,10.644233711895351
540,Delhi,2012,Diesel,Manual,First,7.0,13.25,13.0,2982.0,168.5,37.17,toyota,fortuner,2.583997552432231,11.59910316121128
541,Mumbai,2016,Petrol,Manual,First,5.0,5.75,18.0,1198.0,86.7,8.54,honda,amaze,1.749199854809259,9.104979856318357
542,Delhi,2014,Diesel,Manual,First,5.0,6.75,22.54,1396.0,88.73,10.25,hyundai,i20,1.9095425048844386,10.689669599063263
543,Bangalore,2013,Diesel,Manual,Second,7.0,4.85,18.2,1248.0,73.8,7.88,chevrolet,enjoy,1.5789787049493917,11.06663836234181
544,Kochi,2019,Petrol,Automatic,First,5.0,38.99,0.0,1950.0,181.43,49.49,mercedes-benz,new,3.663305202994506,9.48721424571136
545,Mumbai,2009,Petrol,Automatic,First,5.0,2.85,12.6,1586.0,103.2,8.8,maruti,sx4,1.0473189942805592,11.259992584845266
546,Mumbai,2012,Diesel,Manual,First,7.0,9.51,12.99,2494.0,100.0,24.01,toyota,innova,2.252343876557299,10.915088464214607
547,Ahmedabad,2012,Diesel,Automatic,Second,5.0,18.5,18.48,1995.0,177.0,67.87,bmw,5,2.917770732084279,11.00043178410354
548,Delhi,2015,Diesel,Manual,First,5.0,6.75,19.01,1461.0,108.45,15.05,renault,duster,1.9095425048844386,11.205571156720927
549,Coimbatore,2017,Diesel,Automatic,First,5.0,29.4,20.68,1995.0,190.0,48.18,bmw,x1,3.380994674344636,10.362335437209406
550,Kochi,2009,Petrol,Manual,First,5.0,3.29,17.7,1497.0,78.0,13.58,honda,city,1.1908875647772805,11.151812114432564
551,Delhi,2016,Diesel,Manual,First,5.0,9.5,28.09,1248.0,88.5,11.11,maruti,ciaz,2.2512917986064953,10.621327345686446
552,Pune,2010,Petrol,Manual,Second,5.0,2.2,17.5,1298.0,85.8,7.88,maruti,swift,0.7884573603642703,11.600936342292941
553,Pune,2012,Diesel,Manual,First,7.0,6.5,15.1,2179.0,140.0,18.865,mahindra,xuv500,1.8718021769015913,11.289781913656018
554,Ahmedabad,2007,Petrol,Manual,First,5.0,4.9,13.5,1799.0,130.0,21.313333333333336,honda,civic,1.589235205116581,10.839580911706463
555,Pune,2013,Diesel,Manual,Second,7.0,6.75,25.47,1248.0,88.5,12.34,maruti,ertiga,1.9095425048844386,11.56171562913966
556,Chennai,2013,Diesel,Manual,First,5.0,3.8,23.59,1364.0,67.04,8.525,toyota,etios,1.33500106673234,12.095141084822892
557,Delhi,2013,Petrol,Automatic,First,2.0,29.5,9.9,1984.0,207.8,67.87,audi,tt,3.3843902633457743,9.400960731584833
558,Hyderabad,2017,Diesel,Manual,First,5.0,10.5,21.13,1498.0,108.4,15.38,skoda,rapid,2.3513752571634776,10.341742483467284
559,Hyderabad,2015,Diesel,Manual,First,5.0,6.2,20.14,1498.0,88.8,10.15,volkswagen,polo,1.824549292051046,10.819778284410283
560,Jaipur,2009,Diesel,Automatic,First,5.0,5.0,17.0,1896.0,105.0,25.83,skoda,laura,1.6094379124341003,10.778956289890028
561,Chennai,2007,Diesel,Manual,First,5.0,2.3,19.2,1461.0,65.0,9.236666666666666,mahindra,renault,0.8329091229351039,10.46310334047155
562,Ahmedabad,2016,Diesel,Automatic,First,7.0,17.0,11.36,2755.0,171.5,19.21,toyota,innova,2.833213344056216,11.5149234676329
563,Bangalore,2014,Diesel,Automatic,First,5.0,25.5,18.88,1995.0,184.0,54.43,bmw,3,3.2386784521643803,10.757902880692196
564,Jaipur,2015,Diesel,Manual,First,5.0,5.65,27.3,1498.0,98.6,9.6,honda,jazz,1.7316555451583497,11.061028908733526
565,Kochi,2015,Diesel,Manual,First,5.0,5.6,25.8,1498.0,98.6,8.54,honda,amaze,1.7227665977411035,11.043721515895058
566,Kochi,2015,Diesel,Automatic,First,5.0,29.98,16.36,2179.0,187.7,69.675,jaguar,xf,3.4005304926744517,10.527820417095713
567,Coimbatore,2016,Diesel,Manual,First,5.0,7.39,26.59,1248.0,74.0,7.88,maruti,swift,2.0001277349601105,10.557400019844792
568,Jaipur,2018,Diesel,Manual,First,5.0,19.0,17.1,1956.0,170.0,22.95,jeep,compass,2.9444389791664403,10.275051108968611
569,Pune,2010,Petrol,Manual,First,5.0,5.0,12.5,1794.0,132.0,21.085,toyota,corolla,1.6094379124341003,10.341742483467284
570,Kolkata,2011,Petrol,Manual,First,5.0,3.35,17.0,1497.0,118.0,13.58,honda,city,1.208960345836975,10.647470422798568
571,Chennai,2013,Petrol,Manual,First,5.0,4.45,18.6,1197.0,85.8,7.88,maruti,swift,1.4929040961781488,10.799575577092764
572,Coimbatore,2019,Diesel,Automatic,First,5.0,8.31,22.32,1582.0,126.32,14.254999999999999,hyundai,verna,2.1174596088673567,11.254672736542451
573,Jaipur,2012,Diesel,Manual,Second,7.0,6.0,15.96,2523.0,62.1,11.15,mahindra,bolero,1.791759469228055,11.56171562913966
574,Chennai,2014,Diesel,Manual,First,5.0,5.25,22.9,1248.0,74.0,7.88,maruti,swift,1.6582280766035324,10.46310334047155
575,Chennai,2006,Petrol,Manual,First,5.0,1.4,17.0,1086.0,62.1,4.55,hyundai,santro,0.3364722366212129,11.327462980623707
576,Hyderabad,2012,Diesel,Automatic,First,5.0,12.3,17.68,1968.0,174.33,67.1,audi,a6,2.509599262378372,12.216428834605809
577,Chennai,2004,Petrol,Manual,Third,5.0,1.5,13.8,1299.0,70.0,7.88,ford,ikon,0.4054651081081644,11.76756768334381
578,Coimbatore,2018,Diesel,Manual,First,5.0,8.12,20.14,1498.0,88.0,10.32,volkswagen,polo,2.0943301541735866,10.421030564049643
579,Coimbatore,2012,Diesel,Manual,First,7.0,6.12,13.6,2523.0,63.0,11.01,mahindra,bolero,1.8115620965242347,11.006606338342099
580,Coimbatore,2017,Diesel,Manual,First,5.0,10.88,25.1,1498.0,98.6,13.58,honda,city,2.3869262414277967,10.722518204786326
581,Kolkata,2014,Petrol,Manual,First,5.0,3.5,18.2,1199.0,82.5,10.25,chevrolet,sail,1.252762968495368,9.159047077588632
582,Kochi,2016,Petrol,Manual,First,5.0,6.15,18.6,1197.0,81.83,10.25,hyundai,i20,1.8164520818184267,10.654007012953944
583,Chennai,2016,Diesel,Automatic,First,5.0,33.0,17.05,1995.0,184.0,48.18,bmw,x1,3.4965075614664802,9.95227771670556
584,Mumbai,2012,Diesel,Automatic,First,5.0,13.5,15.06,1995.0,177.0,48.18,bmw,x1,2.6026896854443837,9.629050706834368
585,Mumbai,2015,Diesel,Automatic,First,7.0,17.11,12.55,2982.0,168.5,37.17,toyota,fortuner,2.839663087904102,10.684874521945481
586,Kochi,2014,Diesel,Automatic,First,7.0,29.77,11.33,4134.0,335.2,101.96000000000001,audi,q7,3.393501175027685,11.288856485579517
587,Kolkata,2013,Diesel,Manual,First,7.0,5.95,20.77,1248.0,88.76,11.27,maruti,ertiga,1.7833912195575383,10.879423603336724
588,Bangalore,2015,Petrol,Manual,First,5.0,5.75,18.5,1197.0,80.0,10.25,hyundai,i20,1.749199854809259,10.985292722887856
589,Bangalore,2006,Petrol,Automatic,Second,5.0,19.0,10.13,3498.0,364.9,86.96999999999998,mercedes-benz,s,2.9444389791664403,10.759773470473254
590,Ahmedabad,2014,Diesel,Manual,First,5.0,4.75,20.45,1461.0,83.8,15.05,renault,duster,1.55814461804655,10.915088464214607
591,Hyderabad,2013,Diesel,Manual,Second,7.0,3.3,17.21,1493.0,100.0,11.956666666666665,mahindra,quanto,1.1939224684724346,11.295142519898114
592,Delhi,2013,Diesel,Automatic,First,7.0,16.5,12.55,2982.0,168.5,37.17,toyota,fortuner,2.803360380906535,11.183476507285087
593,Mumbai,2014,Diesel,Automatic,First,7.0,44.0,15.97,2993.0,258.0,158.0,bmw,x5,3.784189633918261,9.852194258148577
594,Hyderabad,2011,Diesel,Manual,First,5.0,4.39,19.3,1248.0,73.9,7.88,maruti,swift,1.47932922708708,11.311531174442967
595,Kochi,2018,Diesel,Manual,First,5.0,6.2,25.2,1248.0,74.0,7.88,maruti,swift,1.824549292051046,10.859191286767118
596,Kochi,2016,Petrol,Automatic,First,5.0,24.22,13.53,1984.0,177.01,67.1,audi,a6,3.1871787381249463,10.984495795255876
597,Mumbai,2008,Diesel,Manual,Third,6.0,5.45,10.5,2835.0,107.2,33.21,mitsubishi,pajero,1.6956156086751528,11.440354772135393
